PLAYER_1,PLAYER_2,ATP_POINT_DIFF,ATP_RANK_DIFF,AGE_DIFF,HEIGHT_DIFF,BEST_OF,DRAW_SIZE,H2H_DIFF,H2H_SURFACE_DIFF,DIFF_N_GAMES,WIN_LAST_3_DIFF,WIN_LAST_5_DIFF,WIN_LAST_10_DIFF,WIN_LAST_25_DIFF,WIN_LAST_50_DIFF,WIN_LAST_100_DIFF,P_ACE_LAST_3_DIFF,P_DF_LAST_3_DIFF,P_1ST_IN_LAST_3_DIFF,P_1ST_WON_LAST_3_DIFF,P_2ND_WON_LAST_3_DIFF,P_BP_SAVED_LAST_3_DIFF,P_ACE_LAST_5_DIFF,P_DF_LAST_5_DIFF,P_1ST_IN_LAST_5_DIFF,P_1ST_WON_LAST_5_DIFF,P_2ND_WON_LAST_5_DIFF,P_BP_SAVED_LAST_5_DIFF,P_ACE_LAST_10_DIFF,P_DF_LAST_10_DIFF,P_1ST_IN_LAST_10_DIFF,P_1ST_WON_LAST_10_DIFF,P_2ND_WON_LAST_10_DIFF,P_BP_SAVED_LAST_10_DIFF,P_ACE_LAST_20_DIFF,P_DF_LAST_20_DIFF,P_1ST_IN_LAST_20_DIFF,P_1ST_WON_LAST_20_DIFF,P_2ND_WON_LAST_20_DIFF,P_BP_SAVED_LAST_20_DIFF,P_ACE_LAST_50_DIFF,P_DF_LAST_50_DIFF,P_1ST_IN_LAST_50_DIFF,P_1ST_WON_LAST_50_DIFF,P_2ND_WON_LAST_50_DIFF,P_BP_SAVED_LAST_50_DIFF,P_ACE_LAST_100_DIFF,P_DF_LAST_100_DIFF,P_1ST_IN_LAST_100_DIFF,P_1ST_WON_LAST_100_DIFF,P_2ND_WON_LAST_100_DIFF,P_BP_SAVED_LAST_100_DIFF,P_ACE_LAST_200_DIFF,P_DF_LAST_200_DIFF,P_1ST_IN_LAST_200_DIFF,P_1ST_WON_LAST_200_DIFF,P_2ND_WON_LAST_200_DIFF,P_BP_SAVED_LAST_200_DIFF,P_ACE_LAST_300_DIFF,P_DF_LAST_300_DIFF,P_1ST_IN_LAST_300_DIFF,P_1ST_WON_LAST_300_DIFF,P_2ND_WON_LAST_300_DIFF,P_BP_SAVED_LAST_300_DIFF,P_ACE_LAST_2000_DIFF,P_DF_LAST_2000_DIFF,P_1ST_IN_LAST_2000_DIFF,P_1ST_WON_LAST_2000_DIFF,P_2ND_WON_LAST_2000_DIFF,P_BP_SAVED_LAST_2000_DIFF,ELO_DIFF,ELO_SURFACE_DIFF,ELO_GRAD_5_DIFF,ELO_GRAD_10_DIFF,ELO_GRAD_20_DIFF,ELO_GRAD_35_DIFF,ELO_GRAD_50_DIFF,ELO_GRAD_100_DIFF,ELO_GRAD_250_DIFF
208029,209950,-1080,7,-8,-0.1,3,128,-1,-1,110.0,0.6666666666666667,0.20000000000000007,0.20000000000000007,0.15999999999999992,0.06000000000000005,0.07999999999999996,-1.821721255683519,-0.9800157913365455,5.54793215170573,-2.1760118188689574,8.384304073959242,13.232323232323239,-2.7993393884523776,-1.517912777119022,5.542515904780039,-4.625123803553478,7.421387042076695,-0.06060606060604812,-3.212854767284748,-0.7533005301188824,1.669108343535619,-3.7927978445239177,9.796881381419752,-5.5892255892255776,-2.4378171994008113,0.08763648950626823,1.1438167530999408,-5.660925732552386,4.83411151441868,-10.607491923281394,-0.54033428653144,-0.053019455440803664,-1.1540126175269592,-2.43142027483087,3.972983302815784,0.33062965131585287,-0.2949906185047997,-0.2773414374253296,-0.032488630169801525,-1.6828279811304725,3.5489362945419245,5.04800297384098,-1.421365989895392,-0.09980728417981677,1.0631483964593116,-2.082337990810217,3.6965709603826653,2.842947879565152,-1.6309353686574006,-0.09496732319651269,0.9957099076108875,-2.562289617233219,3.3808747997613438,2.156782625815943,-1.6309353686574006,-0.09496732319651269,0.9957099076108875,-2.562289617233219,3.3808747997613438,2.156782625815943,98.52733158677688,117.49303282805204,0.05578813934512539,0.05578813934512539,0.05578813934512539,0.05578813934512539,0.05578813934512539,0.05578813934512539,0.0
